excitingness,week
0.0130689634868421,11
0.0188255828834356,7
0.0283819520408164,1
0.1046503428,14
0.129939833559524,18
0.150734278738889,8
0.151578990736264,5
0.227014680888889,17
0.291243484577778,9
0.296508486975309,19
0.299347493975155,2
0.308613035113636,6
0.324489157471264,13
0.325938589212121,16
0.326461816477987,12
0.330675262410429,3
0.367350723656131,15
0.394014384121762,4
